site__ YYMMMDD yyyy.yyyy _MJD_______ time____ __east(m)_______ _north(m)________ ____up(m)_______ reflat(deg)_____ reflon(deg)_____ Height(m)_______
950203 05MAR11 2005.1890 53440.48500 12:00:00 -3.9359667988E+06 3.1865313011E+06 3.8645627703E+06 3.7533692939E+01 1.4100660999E+02 5.3517106967E+01
950203 05MAR12 2005.1917 53441.47050 12:00:00 -3.9359667986E+06 3.1865312942E+06 3.8645627662E+06 3.7533692934E+01 1.4100661005E+02 5.3511042926E+01
950203 05MAR13 2005.1945 53442.49250 12:00:00 -3.9359667958E+06 3.1865313042E+06 3.8645627662E+06 3.7533692912E+01 1.4100660994E+02 5.3514306972E+01
950203 05MAR14 2005.1972 53443.47800 12:00:00 -3.9359668001E+06 3.1865312959E+06 3.8645627685E+06 3.7533692939E+01 1.4100661004E+02 5.3514216907E+01
950203 05MAR15 2005.2000 53444.50000 12:00:00 -3.9359667977E+06 3.1865312834E+06 3.8645627632E+06 3.7533692954E+01 1.4100661014E+02 5.3503271595E+01
950203 05MAR16 2005.2027 53445.48550 12:00:00 -3.9359667906E+06 3.1865312928E+06 3.8645627675E+06 3.7533692983E+01 1.4100661000E+02 5.3506205710E+01
950203 05MAR17 2005.2054 53446.47100 12:00:00 -3.9359668002E+06 3.1865312935E+06 3.8645627741E+06 3.7533692986E+01 1.4100661006E+02 5.3516492671E+01
950203 05MAR18 2005.2082 53447.49300 12:00:00 -3.9359668005E+06 3.1865312972E+06 3.8645627729E+06 3.7533692964E+01 1.4100661003E+02 5.3517792712E+01
950203 05MAR19 2005.2109 53448.47850 12:00:00 -3.9359668004E+06 3.1865312933E+06 3.8645627692E+06 3.7533692951E+01 1.4100661007E+02 5.3513530926E+01
950203 05MAR20 2005.2136 53449.46399 12:00:00 -3.9359667986E+06 3.1865312970E+06 3.8645627725E+06 3.7533692970E+01 1.4100661002E+02 5.3516278196E+01
950203 05MAR21 2005.2164 53450.48600 12:00:00 -3.9359668003E+06 3.1865312870E+06 3.8645627726E+06 3.7533692998E+01 1.4100661012E+02 5.3512397112E+01
950203 05MAR22 2005.2191 53451.47149 12:00:00 -3.9359667985E+06 3.1865312947E+06 3.8645627727E+06 3.7533692979E+01 1.4100661004E+02 5.3515190762E+01
950203 05MAR23 2005.2219 53452.49350 12:00:00 -3.9359667916E+06 3.1865312957E+06 3.8645627683E+06 3.7533692974E+01 1.4100660998E+02 5.3508756456E+01
950203 05MAR24 2005.2246 53453.47899 12:00:00 -3.9359667862E+06 3.1865312887E+06 3.8645627621E+06 3.7533692977E+01 1.4100661001E+02 5.3498158219E+01
950203 05MAR25 2005.2273 53454.46449 12:00:00 -3.9359667933E+06 3.1865312944E+06 3.8645627660E+06 3.7533692955E+01 1.4100661001E+02 5.3507754324E+01
950203 05MAR26 2005.2301 53455.48649 12:00:00 -3.9359667951E+06 3.1865312935E+06 3.8645627640E+06 3.7533692936E+01 1.4100661003E+02 5.3507196184E+01
950203 05MAR27 2005.2328 53456.47199 12:00:00 -3.9359667965E+06 3.1865313011E+06 3.8645627670E+06 3.7533692925E+01 1.4100660997E+02 5.3513678956E+01
950203 05MAR28 2005.2356 53457.49399 12:00:00 -3.9359667931E+06 3.1865312954E+06 3.8645627654E+06 3.7533692948E+01 1.4100661000E+02 5.3507764499E+01
950203 05MAR29 2005.2383 53458.47949 12:00:00 -3.9359667903E+06 3.1865312911E+06 3.8645627616E+06 3.7533692948E+01 1.4100661002E+02 5.3501578106E+01
950203 05MAR30 2005.2410 53459.46499 12:00:00 -3.9359668016E+06 3.1865312912E+06 3.8645627742E+06 3.7533692989E+01 1.4100661009E+02 5.3516268810E+01
950203 05MAR31 2005.2438 53460.48699 12:00:00 -3.9359667904E+06 3.1865312969E+06 3.8645627691E+06 3.7533692981E+01 1.4100660996E+02 5.3509103013E+01
950203 05APR01 2005.2465 53461.47249 12:00:00 -3.9359667923E+06 3.1865312923E+06 3.8645627629E+06 3.7533692944E+01 1.4100661002E+02 5.3504201535E+01
950203 05APR02 2005.2493 53462.49449 12:00:00 -3.9359667952E+06 3.1865312910E+06 3.8645627660E+06 3.7533692958E+01 1.4100661005E+02 5.3507228831E+01
950203 05APR03 2005.2520 53463.47999 12:00:00 -3.9359667941E+06 3.1865312965E+06 3.8645627674E+06 3.7533692954E+01 1.4100660999E+02 5.3510148159E+01
950203 05APR04 2005.2547 53464.46550 12:00:00 -3.9359667955E+06 3.1865312999E+06 3.8645627729E+06 3.7533692976E+01 1.4100660997E+02 5.3516058296E+01
950203 05APR05 2005.2575 53465.48749 12:00:00 -3.9359667992E+06 3.1865313013E+06 3.8645627774E+06 3.7533692987E+01 1.4100660999E+02 5.3521778814E+01
950203 05APR06 2005.2602 53466.47300 12:00:00 -3.9359668028E+06 3.1865313052E+06 3.8645627793E+06 3.7533692972E+01 1.4100660998E+02 5.3527101147E+01
950203 05APR07 2005.2630 53467.49499 12:00:00 -3.9359667971E+06 3.1865313070E+06 3.8645627773E+06 3.7533692976E+01 1.4100660992E+02 5.3523267766E+01
950203 05APR08 2005.2657 53468.48050 12:00:00 -3.9359667995E+06 3.1865313016E+06 3.8645627744E+06 3.7533692964E+01 1.4100660999E+02 5.3520285723E+01
950203 05APR09 2005.2684 53469.46600 12:00:00 -3.9359667953E+06 3.1865312969E+06 3.8645627676E+06 3.7533692949E+01 1.4100661000E+02 5.3511209192E+01
950203 05APR10 2005.2712 53470.48800 12:00:00 -3.9359668056E+06 3.1865312909E+06 3.8645627751E+06 3.7533692979E+01 1.4100661013E+02 5.3519132745E+01
950203 05APR11 2005.2739 53471.47350 12:00:00 -3.9359668029E+06 3.1865313057E+06 3.8645627773E+06 3.7533692956E+01 1.4100660998E+02 5.3526193812E+01
950203 05APR12 2005.2767 53472.49550 12:00:00 -3.9359667944E+06 3.1865313024E+06 3.8645627732E+06 3.7533692974E+01 1.4100660995E+02 5.3516810545E+01
950203 05APR13 2005.2794 53473.48100 12:00:00 -3.9359667874E+06 3.1865312943E+06 3.8645627666E+06 3.7533692985E+01 1.4100660997E+02 5.3504433612E+01
950203 05APR14 2005.2821 53474.46649 12:00:00 -3.9359667877E+06 3.1865312939E+06 3.8645627782E+06 3.7533693068E+01 1.4100660997E+02 5.3511485964E+01
950203 05APR15 2005.2849 53475.48850 12:00:00 -3.9359667899E+06 3.1865312951E+06 3.8645627717E+06 3.7533693008E+01 1.4100660998E+02 5.3509480683E+01
950203 05APR16 2005.2876 53476.47399 12:00:00 -3.9359667914E+06 3.1865312925E+06 3.8645627635E+06 3.7533692952E+01 1.4100661001E+02 5.3504112170E+01
950203 05APR17 2005.2904 53477.49600 12:00:00 -3.9359667889E+06 3.1865312974E+06 3.8645627800E+06 3.7533693063E+01 1.4100660995E+02 5.3515068590E+01
950203 05APR18 2005.2931 53478.48149 12:00:00 -3.9359667957E+06 3.1865312962E+06 3.8645627655E+06 3.7533692935E+01 1.4100661001E+02 5.3509827062E+01
950203 05APR19 2005.2958 53479.46699 12:00:00 -3.9359667897E+06 3.1865312878E+06 3.8645627599E+06 3.7533692949E+01 1.4100661004E+02 5.3498525996E+01
950203 05APR20 2005.2986 53480.48899 12:00:00 -3.9359667935E+06 3.1865312889E+06 3.8645627674E+06 3.7533692983E+01 1.4100661006E+02 5.3505986135E+01
950203 05APR21 2005.3013 53481.47449 12:00:00 -3.9359667936E+06 3.1865312956E+06 3.8645627633E+06 3.7533692930E+01 1.4100661000E+02 5.3506893081E+01
950203 05APR22 2005.3041 53482.49649 12:00:00 -3.9359667986E+06 3.1865312957E+06 3.8645627698E+06 3.7533692955E+01 1.4100661003E+02 5.3513984613E+01
950203 05APR23 2005.3068 53483.48199 12:00:00 -3.9359667923E+06 3.1865312951E+06 3.8645627698E+06 3.7533692984E+01 1.4100660999E+02 5.3509802343E+01
950203 05APR24 2005.3095 53484.46750 12:00:00 -3.9359667890E+06 3.1865312980E+06 3.8645627710E+06 3.7533692996E+01 1.4100660995E+02 5.3509946559E+01
950203 05APR25 2005.3123 53485.48949 12:00:00 -3.9359667943E+06 3.1865312978E+06 3.8645627773E+06 3.7533693020E+01 1.4100660998E+02 5.3516951451E+01
950203 05APR26 2005.3150 53486.47500 12:00:00 -3.9359668014E+06 3.1865313004E+06 3.8645627721E+06 3.7533692943E+01 1.4100661001E+02 5.3519456754E+01
950203 05APR27 2005.3178 53487.49699 12:00:00 -3.9359667978E+06 3.1865312965E+06 3.8645627714E+06 3.7533692967E+01 1.4100661002E+02 5.3514865494E+01
950203 05APR28 2005.3205 53488.48250 12:00:00 -3.9359667933E+06 3.1865312969E+06 3.8645627683E+06 3.7533692963E+01 1.4100660999E+02 5.3510402991E+01
950203 05APR29 2005.3232 53489.46800 12:00:00 -3.9359668013E+06 3.1865313032E+06 3.8645627769E+06 3.7533692968E+01 1.4100660999E+02 5.3523716550E+01
950203 05APR30 2005.3260 53490.49000 12:00:00 -3.9359667929E+06 3.1865312920E+06 3.8645627624E+06 3.7533692939E+01 1.4100661003E+02 5.3504117027E+01
950203 05MAY01 2005.3287 53491.47550 12:00:00 -3.9359667960E+06 3.1865312938E+06 3.8645627644E+06 3.7533692934E+01 1.4100661003E+02 5.3508144266E+01
950203 05MAY02 2005.3315 53492.49750 12:00:00 -3.9359667929E+06 3.1865312944E+06 3.8645627850E+06 3.7533693092E+01 1.4100661000E+02 5.3519083122E+01
950203 05MAY03 2005.3342 53493.48300 12:00:00 -3.9359667953E+06 3.1865313002E+06 3.8645627823E+06 3.7533693043E+01 1.4100660997E+02 5.3521811467E+01
950203 05MAY04 2005.3369 53494.46850 12:00:00 -3.9359667956E+06 3.1865313014E+06 3.8645627640E+06 3.7533692907E+01 1.4100660996E+02 5.3511446267E+01
950203 05MAY05 2005.3397 53495.49050 12:00:00 -3.9359667882E+06 3.1865313006E+06 3.8645627813E+06 3.7533693065E+01 1.4100660992E+02 5.3517025881E+01
950203 05MAY06 2005.3424 53496.47600 12:00:00 -3.9359667879E+06 3.1865312961E+06 3.8645627829E+06 3.7533693093E+01 1.4100660995E+02 5.3515570351E+01
950203 05MAY07 2005.3452 53497.49800 12:00:00 -3.9359667937E+06 3.1865312962E+06 3.8645627801E+06 3.7533693048E+01 1.4100660999E+02 5.3517489127E+01
950203 05MAY08 2005.3479 53498.48350 12:00:00 -3.9359667933E+06 3.1865312868E+06 3.8645627640E+06 3.7533692967E+01 1.4100661007E+02 5.3502743644E+01
950203 05MAY09 2005.3506 53499.46899 12:00:00 -3.9359667994E+06 3.1865312980E+06 3.8645627892E+06 3.7533693082E+01 1.4100661002E+02 5.3527444344E+01
950203 05MAY10 2005.3534 53500.49100 12:00:00 -3.9359667931E+06 3.1865313028E+06 3.8645627696E+06 3.7533692952E+01 1.4100660993E+02 5.3514015686E+01
950203 05MAY11 2005.3561 53501.47649 12:00:00 -3.9359667952E+06 3.1865312975E+06 3.8645627624E+06 3.7533692910E+01 1.4100660999E+02 5.3508278959E+01
950203 05MAY12 2005.3589 53502.49850 12:00:00 -3.9359667886E+06 3.1865312939E+06 3.8645627785E+06 3.7533693066E+01 1.4100660998E+02 5.3512223430E+01
950203 05MAY13 2005.3616 53503.48399 12:00:00 -3.9359667934E+06 3.1865312971E+06 3.8645627631E+06 3.7533692924E+01 1.4100660998E+02 5.3507396434E+01
950203 05MAY14 2005.3643 53504.46949 12:00:00 -3.9359667941E+06 3.1865313004E+06 3.8645627638E+06 3.7533692915E+01 1.4100660996E+02 5.3509900949E+01
950203 05MAY15 2005.3671 53505.49149 12:00:00 -3.9359667993E+06 3.1865312993E+06 3.8645627653E+06 3.7533692907E+01 1.4100661001E+02 5.3513470835E+01
950203 05MAY16 2005.3698 53506.47699 12:00:00 -3.9359667958E+06 3.1865312896E+06 3.8645627622E+06 3.7533692934E+01 1.4100661007E+02 5.3504584996E+01
950203 05MAY17 2005.3726 53507.49899 12:00:00 -3.9359667894E+06 3.1865312936E+06 3.8645627648E+06 3.7533692966E+01 1.4100660999E+02 5.3504220380E+01
950203 05MAY18 2005.3753 53508.48449 12:00:00 -3.9359668086E+06 3.1865313043E+06 3.8645627750E+06 3.7533692920E+01 1.4100661003E+02 5.3527607106E+01
950203 05MAY19 2005.3780 53509.46999 12:00:00 -3.9359668101E+06 3.1865313019E+06 3.8645627790E+06 3.7533692950E+01 1.4100661006E+02 5.3529770968E+01
950203 05MAY20 2005.3808 53510.49199 12:00:00 -3.9359667926E+06 3.1865312940E+06 3.8645627649E+06 3.7533692951E+01 1.4100661001E+02 5.3506453151E+01
950203 05MAY21 2005.3835 53511.47749 12:00:00 -3.9359668005E+06 3.1865312936E+06 3.8645627698E+06 3.7533692954E+01 1.4100661007E+02 5.3514107788E+01
950203 05MAY22 2005.3863 53512.49949 12:00:00 -3.9359667892E+06 3.1865313030E+06 3.8645627578E+06 3.7533692884E+01 1.4100660990E+02 5.3504522902E+01
950203 05MAY23 2005.3890 53513.48499 12:00:00 -3.9359667890E+06 3.1865312887E+06 3.8645627630E+06 3.7533692971E+01 1.4100661003E+02 5.3500432250E+01
950203 05MAY24 2005.3917 53514.47050 12:00:00 -3.9359667909E+06 3.1865312884E+06 3.8645627583E+06 3.7533692931E+01 1.4100661004E+02 5.3498590215E+01
950203 05MAY25 2005.3945 53515.49250 12:00:00 -3.9359667923E+06 3.1865312889E+06 3.8645627630E+06 3.7533692957E+01 1.4100661005E+02 5.3502565937E+01
950203 05MAY26 2005.3972 53516.47800 12:00:00 -3.9359667909E+06 3.1865312888E+06 3.8645627631E+06 3.7533692964E+01 1.4100661004E+02 5.3501714098E+01
950203 05MAY27 2005.4000 53517.50000 12:00:00 -3.9359667858E+06 3.1865312830E+06 3.8645627555E+06 3.7533692951E+01 1.4100661005E+02 5.3491046615E+01
950203 05MAY28 2005.4027 53518.48550 12:00:00 -3.9359667935E+06 3.1865312918E+06 3.8645627579E+06 3.7533692905E+01 1.4100661003E+02 5.3501645504E+01
950203 05MAY29 2005.4054 53519.47100 12:00:00 -3.9359667943E+06 3.1865312927E+06 3.8645627647E+06 3.7533692947E+01 1.4100661003E+02 5.3506730398E+01
950203 05MAY30 2005.4082 53520.49300 12:00:00 -3.9359667989E+06 3.1865312959E+06 3.8645627645E+06 3.7533692915E+01 1.4100661003E+02 5.3511040399E+01
950203 05MAY31 2005.4109 53521.47850 12:00:00 -3.9359668014E+06 3.1865312953E+06 3.8645627687E+06 3.7533692936E+01 1.4100661006E+02 5.3514840595E+01
950203 05JUN01 2005.4136 53522.46399 12:00:00 -3.9359667911E+06 3.1865312881E+06 3.8645627586E+06 3.7533692933E+01 1.4100661005E+02 5.3498746556E+01
950203 05JUN02 2005.4164 53523.48600 12:00:00 -3.9359668041E+06 3.1865312967E+06 3.8645627725E+06 3.7533692947E+01 1.4100661006E+02 5.3519518323E+01
950203 05JUN03 2005.4191 53524.47149 12:00:00 -3.9359667928E+06 3.1865312904E+06 3.8645627711E+06 3.7533693007E+01 1.4100661004E+02 5.3508557314E+01
950203 05JUN04 2005.4219 53525.49350 12:00:00 -3.9359667947E+06 3.1865312907E+06 3.8645627675E+06 3.7533692972E+01 1.4100661005E+02 5.3507684814E+01
950203 05JUN05 2005.4246 53526.47899 12:00:00 -3.9359667936E+06 3.1865312928E+06 3.8645627644E+06 3.7533692948E+01 1.4100661002E+02 5.3506166096E+01
950203 05JUN06 2005.4273 53527.46449 12:00:00 -3.9359667955E+06 3.1865312966E+06 3.8645627608E+06 3.7533692901E+01 1.4100661000E+02 5.3507040016E+01
950203 05JUN07 2005.4301 53528.48649 12:00:00 -3.9359668012E+06 3.1865312958E+06 3.8645627626E+06 3.7533692892E+01 1.4100661005E+02 5.3511250529E+01
950203 05JUN08 2005.4328 53529.47199 12:00:00 -3.9359667956E+06 3.1865312958E+06 3.8645627635E+06 3.7533692922E+01 1.4100661001E+02 5.3508347382E+01
950203 05JUN09 2005.4356 53530.49399 12:00:00 -3.9359668023E+06 3.1865312985E+06 3.8645627746E+06 3.7533692964E+01 1.4100661004E+02 5.3520586465E+01
950203 05JUN10 2005.4383 53531.47949 12:00:00 -3.9359667918E+06 3.1865312899E+06 3.8645627583E+06 3.7533692922E+01 1.4100661004E+02 5.3499893378E+01
950203 05JUN11 2005.4410 53532.46500 12:00:00 -3.9359668000E+06 3.1865312995E+06 3.8645627669E+06 3.7533692915E+01 1.4100661001E+02 5.3514976826E+01
950203 05JUN12 2005.4438 53533.48699 12:00:00 -3.9359667937E+06 3.1865312962E+06 3.8645627673E+06 3.7533692956E+01 1.4100660999E+02 5.3509691011E+01
950203 05JUN13 2005.4465 53534.47250 12:00:00 -3.9359667956E+06 3.1865312960E+06 3.8645627560E+06 3.7533692868E+01 1.4100661001E+02 5.3503877969E+01
950203 05JUN14 2005.4493 53535.49449 12:00:00 -3.9359667969E+06 3.1865312987E+06 3.8645627618E+06 3.7533692895E+01 1.4100661000E+02 5.3509559959E+01
950203 05JUN15 2005.4520 53536.47999 12:00:00 -3.9359667917E+06 3.1865312951E+06 3.8645627604E+06 3.7533692919E+01 1.4100660999E+02 5.3503705802E+01
950203 05JUN16 2005.4547 53537.46550 12:00:00 -3.9359667821E+06 3.1865312979E+06 3.8645627566E+06 3.7533692923E+01 1.4100660990E+02 5.3496871099E+01
950203 05JUN17 2005.4575 53538.48749 12:00:00 -3.9359667944E+06 3.1865313024E+06 3.8645627627E+06 3.7533692899E+01 1.4100660995E+02 5.3510413651E+01
950203 05JUN18 2005.4602 53539.47300 12:00:00 -3.9359667933E+06 3.1865312974E+06 3.8645627623E+06 3.7533692918E+01 1.4100660998E+02 5.3506997112E+01
950203 05JUN19 2005.4630 53540.49499 12:00:00 -3.9359668028E+06 3.1865312972E+06 3.8645627665E+06 3.7533692908E+01 1.4100661005E+02 5.3515311214E+01
950203 05JUN20 2005.4657 53541.48050 12:00:00 -3.9359667924E+06 3.1865312955E+06 3.8645627571E+06 3.7533692891E+01 1.4100660999E+02 5.3502326374E+01
950203 05JUN21 2005.4684 53542.46600 12:00:00 -3.9359667954E+06 3.1865313005E+06 3.8645627610E+06 3.7533692889E+01 1.4100660997E+02 5.3509046239E+01
950203 05JUN22 2005.4712 53543.48800 12:00:00 -3.9359667987E+06 3.1865312985E+06 3.8645627626E+06 3.7533692893E+01 1.4100661001E+02 5.3511056941E+01
950203 05JUN23 2005.4739 53544.47350 12:00:00 -3.9359667997E+06 3.1865312896E+06 3.8645627577E+06 3.7533692885E+01 1.4100661010E+02 5.3504247160E+01
950203 05JUN24 2005.4767 53545.49550 12:00:00 -3.9359668049E+06 3.1865312978E+06 3.8645627645E+06 3.7533692883E+01 1.4100661006E+02 5.3515686438E+01
950203 05JUN25 2005.4794 53546.48100 12:00:00 -3.9359668002E+06 3.1865312952E+06 3.8645627654E+06 3.7533692918E+01 1.4100661005E+02 5.3512040650E+01
950203 05JUN26 2005.4821 53547.46649 12:00:00 -3.9359668067E+06 3.1865313002E+06 3.8645627681E+06 3.7533692893E+01 1.4100661005E+02 5.3520186600E+01
950203 05JUN27 2005.4849 53548.48850 12:00:00 -3.9359668064E+06 3.1865313011E+06 3.8645627687E+06 3.7533692895E+01 1.4100661004E+02 5.3520816316E+01
950203 05JUN28 2005.4876 53549.47399 12:00:00 -3.9359667950E+06 3.1865313002E+06 3.8645627592E+06 3.7533692879E+01 1.4100660997E+02 5.3507553402E+01
950203 05JUN29 2005.4904 53550.49600 12:00:00 -3.9359667943E+06 3.1865312965E+06 3.8645627673E+06 3.7533692953E+01 1.4100661000E+02 5.3510210504E+01
950203 05JUN30 2005.4931 53551.48149 12:00:00 -3.9359667957E+06 3.1865312966E+06 3.8645627648E+06 3.7533692928E+01 1.4100661001E+02 5.3509600193E+01
950203 05JUL01 2005.4958 53552.46699 12:00:00 -3.9359667889E+06 3.1865312986E+06 3.8645627561E+06 3.7533692888E+01 1.4100660994E+02 5.3501106817E+01
950203 05JUL02 2005.4986 53553.48899 12:00:00 -3.9359667964E+06 3.1865312848E+06 3.8645627564E+06 3.7533692906E+01 1.4100661011E+02 5.3499026182E+01
950203 05JUL03 2005.5013 53554.47449 12:00:00 -3.9359667906E+06 3.1865312946E+06 3.8645627620E+06 3.7533692937E+01 1.4100660999E+02 5.3503753115E+01
950203 05JUL04 2005.5041 53555.49649 12:00:00 -3.9359667892E+06 3.1865312925E+06 3.8645627588E+06 3.7533692927E+01 1.4100661000E+02 5.3499892872E+01
950203 05JUL05 2005.5068 53556.48199 12:00:00 -3.9359667926E+06 3.1865312951E+06 3.8645627624E+06 3.7533692930E+01 1.4100661000E+02 5.3505478957E+01
950203 05JUL06 2005.5095 53557.46749 12:00:00 -3.9359667919E+06 3.1865312940E+06 3.8645627572E+06 3.7533692899E+01 1.4100661000E+02 5.3501330664E+01
950203 05JUL07 2005.5123 53558.48949 12:00:00 -3.9359667877E+06 3.1865312942E+06 3.8645627555E+06 3.7533692904E+01 1.4100660997E+02 5.3497806185E+01
950203 05JUL08 2005.5150 53559.47500 12:00:00 -3.9359667950E+06 3.1865312967E+06 3.8645627578E+06 3.7533692881E+01 1.4100661000E+02 5.3504954065E+01
950203 05JUL09 2005.5178 53560.49699 12:00:00 -3.9359667977E+06 3.1865313044E+06 3.8645627612E+06 3.7533692867E+01 1.4100660995E+02 5.3512531655E+01
950203 05JUL10 2005.5205 53561.48250 12:00:00 -3.9359667914E+06 3.1865312992E+06 3.8645627563E+06 3.7533692877E+01 1.4100660995E+02 5.3503068876E+01
950203 05JUL11 2005.5232 53562.46800 12:00:00 -3.9359668002E+06 3.1865313038E+06 3.8645627641E+06 3.7533692879E+01 1.4100660997E+02 5.3515539856E+01
950203 05JUL12 2005.5260 53563.49000 12:00:00 -3.9359667994E+06 3.1865313031E+06 3.8645627662E+06 3.7533692900E+01 1.4100660997E+02 5.3515976886E+01
950203 05JUL13 2005.5287 53564.47550 12:00:00 -3.9359667971E+06 3.1865313007E+06 3.8645627646E+06 3.7533692907E+01 1.4100660998E+02 5.3512387018E+01
950203 05JUL14 2005.5315 53565.49750 12:00:00 -3.9359667941E+06 3.1865312994E+06 3.8645627666E+06 3.7533692938E+01 1.4100660997E+02 5.3511107811E+01
950203 05JUL15 2005.5342 53566.48300 12:00:00 -3.9359667921E+06 3.1865312963E+06 3.8645627678E+06 3.7533692966E+01 1.4100660998E+02 5.3509059395E+01
950203 05JUL16 2005.5369 53567.46850 12:00:00 -3.9359667948E+06 3.1865313025E+06 3.8645627610E+06 3.7533692885E+01 1.4100660995E+02 5.3509674394E+01
950203 05JUL17 2005.5397 53568.49050 12:00:00 -3.9359667965E+06 3.1865313016E+06 3.8645627637E+06 3.7533692900E+01 1.4100660997E+02 5.3511917992E+01
950203 05JUL18 2005.5424 53569.47600 12:00:00 -3.9359667923E+06 3.1865312975E+06 3.8645627671E+06 3.7533692956E+01 1.4100660997E+02 5.3509354972E+01
950203 05JUL19 2005.5452 53570.49800 12:00:00 -3.9359667942E+06 3.1865312940E+06 3.8645627588E+06 3.7533692901E+01 1.4100661002E+02 5.3503722990E+01
950203 05JUL20 2005.5479 53571.48350 12:00:00 -3.9359667913E+06 3.1865312954E+06 3.8645627661E+06 3.7533692961E+01 1.4100660998E+02 5.3507081563E+01
950203 05JUL21 2005.5506 53572.46899 12:00:00 -3.9359667946E+06 3.1865312969E+06 3.8645627678E+06 3.7533692954E+01 1.4100660999E+02 5.3510899606E+01
950203 05JUL22 2005.5534 53573.49100 12:00:00 -3.9359667925E+06 3.1865312937E+06 3.8645627686E+06 3.7533692979E+01 1.4100661001E+02 5.3508495968E+01
950203 05JUL23 2005.5561 53574.47649 12:00:00 -3.9359667954E+06 3.1865312922E+06 3.8645627612E+06 3.7533692919E+01 1.4100661004E+02 5.3505026575E+01
950203 05JUL24 2005.5589 53575.49850 12:00:00 -3.9359667907E+06 3.1865312957E+06 3.8645627642E+06 3.7533692949E+01 1.4100660998E+02 5.3505703924E+01
950203 05JUL25 2005.5616 53576.48399 12:00:00 -3.9359667956E+06 3.1865312984E+06 3.8645627581E+06 3.7533692875E+01 1.4100660999E+02 5.3506354892E+01
950203 05JUL26 2005.5643 53577.46949 12:00:00 -3.9359667853E+06 3.1865312887E+06 3.8645627585E+06 3.7533692955E+01 1.4100661000E+02 5.3495410302E+01
950203 05JUL27 2005.5671 53578.49149 12:00:00 -3.9359667950E+06 3.1865313053E+06 3.8645627578E+06 3.7533692851E+01 1.4100660992E+02 5.3509245266E+01
950203 05JUL28 2005.5698 53579.47699 12:00:00 -3.9359667851E+06 3.1865312911E+06 3.8645627602E+06 3.7533692960E+01 1.4100660998E+02 5.3497520268E+01
950203 05JUL29 2005.5726 53580.49899 12:00:00 -3.9359668012E+06 3.1865313048E+06 3.8645627746E+06 3.7533692947E+01 1.4100660997E+02 5.3523052055E+01
950203 05JUL30 2005.5753 53581.48449 12:00:00 -3.9359667972E+06 3.1865312986E+06 3.8645627667E+06 3.7533692929E+01 1.4100661000E+02 5.3512680177E+01
950203 05JUL31 2005.5780 53582.46999 12:00:00 -3.9359667906E+06 3.1865312943E+06 3.8645627588E+06 3.7533692915E+01 1.4100660999E+02 5.3501653893E+01
950203 05AUG01 2005.5808 53583.49199 12:00:00 -3.9359667842E+06 3.1865312859E+06 3.8645627528E+06 3.7533692929E+01 1.4100661002E+02 5.3489862603E+01
950203 05AUG02 2005.5835 53584.47749 12:00:00 -3.9359667886E+06 3.1865312920E+06 3.8645627608E+06 3.7533692946E+01 1.4100661000E+02 5.3500492040E+01
950203 05AUG03 2005.5863 53585.49949 12:00:00 -3.9359667869E+06 3.1865312932E+06 3.8645627561E+06 3.7533692916E+01 1.4100660997E+02 5.3497179681E+01
950203 05AUG04 2005.5890 53586.48499 12:00:00 -3.9359667945E+06 3.1865313015E+06 3.8645627637E+06 3.7533692909E+01 1.4100660995E+02 5.3510635434E+01
950203 05AUG05 2005.5917 53587.47050 12:00:00 -3.9359667922E+06 3.1865313011E+06 3.8645627617E+06 3.7533692906E+01 1.4100660994E+02 5.3507799827E+01
950203 05AUG06 2005.5945 53588.49249 12:00:00 -3.9359667812E+06 3.1865313042E+06 3.8645627680E+06 3.7533692987E+01 1.4100660984E+02 5.3506405154E+01
950203 05AUG07 2005.5972 53589.47800 12:00:00 -3.9359667893E+06 3.1865312962E+06 3.8645627689E+06 3.7533692986E+01 1.4100660996E+02 5.3507953921E+01
950203 05AUG08 2005.6000 53590.49999 12:00:00 -3.9359668038E+06 3.1865313067E+06 3.8645627692E+06 3.7533692890E+01 1.4100660997E+02 5.3522312741E+01
950203 05AUG09 2005.6027 53591.48550 12:00:00 -3.9359667927E+06 3.1865312961E+06 3.8645627679E+06 3.7533692965E+01 1.4100660999E+02 5.3509390319E+01
950203 05AUG10 2005.6054 53592.47100 12:00:00 -3.9359668005E+06 3.1865313074E+06 3.8645627630E+06 3.7533692858E+01 1.4100660994E+02 5.3516850919E+01
950203 05AUG11 2005.6082 53593.49300 12:00:00 -3.9359667958E+06 3.1865312979E+06 3.8645627668E+06 3.7533692938E+01 1.4100660999E+02 5.3511528953E+01
950203 05AUG12 2005.6109 53594.47850 12:00:00 -3.9359667917E+06 3.1865313028E+06 3.8645627684E+06 3.7533692950E+01 1.4100660992E+02 5.3512421748E+01
950203 05AUG13 2005.6136 53595.46399 12:00:00 -3.9359667917E+06 3.1865313067E+06 3.8645627661E+06 3.7533692920E+01 1.4100660989E+02 5.3512966535E+01
950203 05AUG14 2005.6164 53596.48600 12:00:00 -3.9359667937E+06 3.1865313046E+06 3.8645627673E+06 3.7533692927E+01 1.4100660992E+02 5.3513882419E+01
950203 05AUG15 2005.6191 53597.47149 12:00:00 -3.9359667892E+06 3.1865313021E+06 3.8645627508E+06 3.7533692837E+01 1.4100660991E+02 5.3499809228E+01
