site__ YYMMMDD yyyy.yyyy _MJD_______ time____ __east(m)_______ _north(m)________ ____up(m)_______ reflat(deg)_____ reflon(deg)_____ Height(m)_______
950203 00JUN14 2000.4508 51709.49279 12:00:00 -3.9359668493E+06 3.1865312528E+06 3.8645627952E+06 3.7533693068E+01 1.4100661077E+02 5.3539300850E+01
950203 00JUN15 2000.4535 51710.48100 12:00:00 -3.9359668430E+06 3.1865312643E+06 3.8645627977E+06 3.7533693073E+01 1.4100661063E+02 5.3542679273E+01
950203 00JUN16 2000.4562 51711.46919 12:00:00 -3.9359668475E+06 3.1865312625E+06 3.8645627965E+06 3.7533693052E+01 1.4100661067E+02 5.3543823527E+01
950203 00JUN17 2000.4590 51712.49399 12:00:00 -3.9359668533E+06 3.1865312608E+06 3.8645627962E+06 3.7533693031E+01 1.4100661073E+02 5.3546367217E+01
950203 00JUN18 2000.4617 51713.48220 12:00:00 -3.9359668429E+06 3.1865312588E+06 3.8645627982E+06 3.7533693096E+01 1.4100661067E+02 5.3540177880E+01
950203 00JUN19 2000.4644 51714.47039 12:00:00 -3.9359668427E+06 3.1865312654E+06 3.8645628072E+06 3.7533693139E+01 1.4100661061E+02 5.3548830912E+01
950203 00JUN20 2000.4672 51715.49520 12:00:00 -3.9359668388E+06 3.1865312605E+06 3.8645628041E+06 3.7533693150E+01 1.4100661063E+02 5.3542093630E+01
950203 00JUN21 2000.4699 51716.48339 12:00:00 -3.9359668489E+06 3.1865312682E+06 3.8645628044E+06 3.7533693082E+01 1.4100661063E+02 5.3552343459E+01
950203 00JUN22 2000.4726 51717.47160 12:00:00 -3.9359668498E+06 3.1865312612E+06 3.8645628007E+06 3.7533693076E+01 1.4100661070E+02 5.3547151175E+01
950203 00JUN23 2000.4754 51718.49639 12:00:00 -3.9359668503E+06 3.1865312672E+06 3.8645628075E+06 3.7533693102E+01 1.4100661065E+02 5.3554595952E+01
950203 00JUN24 2000.4781 51719.48459 12:00:00 -3.9359668528E+06 3.1865312742E+06 3.8645628164E+06 3.7533693131E+01 1.4100661061E+02 5.3565051744E+01
950203 00JUN25 2000.4808 51720.47279 12:00:00 -3.9359668501E+06 3.1865312582E+06 3.8645628026E+06 3.7533693099E+01 1.4100661073E+02 5.3546996677E+01
950203 00JUN26 2000.4836 51721.49759 12:00:00 -3.9359668352E+06 3.1865312518E+06 3.8645627898E+06 3.7533693093E+01 1.4100661068E+02 5.3526821781E+01
950203 00JUN27 2000.4863 51722.48580 12:00:00 -3.9359668502E+06 3.1865312549E+06 3.8645628040E+06 3.7533693120E+01 1.4100661076E+02 5.3546264604E+01
950203 00JUN28 2000.4890 51723.47399 12:00:00 -3.9359668721E+06 3.1865312807E+06 3.8645628177E+06 3.7533693035E+01 1.4100661069E+02 5.3580982272E+01
950203 00JUN29 2000.4918 51724.49880 12:00:00 -3.9359668421E+06 3.1865312618E+06 3.8645628026E+06 3.7533693121E+01 1.4100661064E+02 5.3543862348E+01
950203 00JUN30 2000.4945 51725.48699 12:00:00 -3.9359668452E+06 3.1865312600E+06 3.8645628014E+06 3.7533693105E+01 1.4100661068E+02 5.3544143741E+01
950203 00JUL01 2000.4972 51726.47520 12:00:00 -3.9359668459E+06 3.1865312615E+06 3.8645628077E+06 3.7533693142E+01 1.4100661067E+02 5.3549161774E+01
950203 00JUL02 2000.5000 51727.50000 12:00:00 -3.9359668432E+06 3.1865312636E+06 3.8645627986E+06 3.7533693081E+01 1.4100661063E+02 5.3543001559E+01
950203 00JUL03 2000.5027 51728.48819 12:00:00 -3.9359668385E+06 3.1865312607E+06 3.8645628038E+06 3.7533693148E+01 1.4100661063E+02 5.3541825757E+01
950203 00JUL04 2000.5054 51729.47639 12:00:00 -3.9359668483E+06 3.1865312712E+06 3.8645628164E+06 3.7533693160E+01 1.4100661060E+02 5.3560781326E+01
950203 00JUL05 2000.5081 51730.46459 12:00:00 -3.9359668336E+06 3.1865312626E+06 3.8645628024E+06 3.7533693153E+01 1.4100661057E+02 5.3538900874E+01
950203 00JUL06 2000.5109 51731.48940 12:00:00 -3.9359668497E+06 3.1865312613E+06 3.8645628227E+06 3.7533693234E+01 1.4100661070E+02 5.3560542453E+01
950203 00JUL07 2000.5136 51732.47759 12:00:00 -3.9359668626E+06 3.1865312838E+06 3.8645628269E+06 3.7533693131E+01 1.4100661059E+02 5.3582278856E+01
950203 00JUL08 2000.5163 51733.46580 12:00:00 -3.9359668522E+06 3.1865312591E+06 3.8645628052E+06 3.7533693106E+01 1.4100661074E+02 5.3550324042E+01
950203 00JUL09 2000.5191 51734.49059 12:00:00 -3.9359668380E+06 3.1865312668E+06 3.8645628080E+06 3.7533693160E+01 1.4100661057E+02 5.3547120108E+01
950203 00JUL10 2000.5218 51735.47880 12:00:00 -3.9359668433E+06 3.1865312772E+06 3.8645628137E+06 3.7533693142E+01 1.4100661051E+02 5.3559048620E+01
950203 00JUL11 2000.5245 51736.46699 12:00:00 -3.9359668531E+06 3.1865312748E+06 3.8645628182E+06 3.7533693140E+01 1.4100661061E+02 5.3566632641E+01
950203 00JUL12 2000.5273 51737.49179 12:00:00 -3.9359668472E+06 3.1865312619E+06 3.8645628029E+06 3.7533693101E+01 1.4100661068E+02 5.3547238300E+01
950203 00JUL13 2000.5300 51738.47999 12:00:00 -3.9359668354E+06 3.1865312656E+06 3.8645627975E+06 3.7533693100E+01 1.4100661056E+02 5.3538521984E+01
950203 00JUL14 2000.5327 51739.46819 12:00:00 -3.9359668447E+06 3.1865312774E+06 3.8645628111E+06 3.7533693117E+01 1.4100661052E+02 5.3558427285E+01
950203 00JUL15 2000.5355 51740.49300 12:00:00 -3.9359668471E+06 3.1865312705E+06 3.8645628034E+06 3.7533693075E+01 1.4100661060E+02 5.3551772484E+01
950203 00JUL16 2000.5382 51741.48119 12:00:00 -3.9359668454E+06 3.1865312621E+06 3.8645628114E+06 3.7533693169E+01 1.4100661066E+02 5.3551407138E+01
950203 00JUL17 2000.5409 51742.46940 12:00:00 -3.9359668372E+06 3.1865312777E+06 3.8645628035E+06 3.7533693093E+01 1.4100661047E+02 5.3549324367E+01
950203 00JUL18 2000.5437 51743.49419 12:00:00 -3.9359668479E+06 3.1865312656E+06 3.8645628037E+06 3.7533693091E+01 1.4100661065E+02 5.3550003329E+01
950203 00JUL19 2000.5464 51744.48240 12:00:00 -3.9359668439E+06 3.1865312630E+06 3.8645627962E+06 3.7533693063E+01 1.4100661064E+02 5.3541671458E+01
950203 00JUL20 2000.5491 51745.47059 12:00:00 -3.9359668596E+06 3.1865312763E+06 3.8645628126E+06 3.7533693067E+01 1.4100661064E+02 5.3567975578E+01
950203 00JUL21 2000.5519 51746.49539 12:00:00 -3.9359668592E+06 3.1865312749E+06 3.8645628120E+06 3.7533693070E+01 1.4100661065E+02 5.3566664943E+01
950203 00JUL22 2000.5546 51747.48360 12:00:00 -3.9359668380E+06 3.1865312609E+06 3.8645627960E+06 3.7533693094E+01 1.4100661062E+02 5.3536865410E+01
950203 00JUL23 2000.5573 51748.47179 12:00:00 -3.9359668450E+06 3.1865312651E+06 3.8645628076E+06 3.7533693133E+01 1.4100661063E+02 5.3550342471E+01
950203 00JUL24 2000.5601 51749.49660 12:00:00 -3.9359668250E+06 3.1865312596E+06 3.8645627956E+06 3.7533693151E+01 1.4100661054E+02 5.3527960750E+01
950203 00JUL25 2000.5628 51750.48479 12:00:00 -3.9359668441E+06 3.1865312575E+06 3.8645628058E+06 3.7533693150E+01 1.4100661069E+02 5.3544898937E+01
950203 00JUL26 2000.5655 51751.47300 12:00:00 -3.9359668558E+06 3.1865312732E+06 3.8645628177E+06 3.7533693131E+01 1.4100661064E+02 5.3567193755E+01
950203 00JUL27 2000.5683 51752.49779 12:00:00 -3.9359668395E+06 3.1865312541E+06 3.8645628040E+06 3.7533693168E+01 1.4100661069E+02 5.3539270684E+01
950203 00JUL28 2000.5710 51753.48600 12:00:00 -3.9359668432E+06 3.1865312637E+06 3.8645628094E+06 3.7533693158E+01 1.4100661063E+02 5.3549631117E+01
950203 00JUL29 2000.5737 51754.47419 12:00:00 -3.9359668328E+06 3.1865312502E+06 3.8645627905E+06 3.7533693114E+01 1.4100661068E+02 5.3524970685E+01
950203 00JUL30 2000.5765 51755.49899 12:00:00 -3.9359668345E+06 3.1865312545E+06 3.8645627964E+06 3.7533693134E+01 1.4100661065E+02 5.3531758490E+01
950203 00JUL31 2000.5792 51756.48720 12:00:00 -3.9359668402E+06 3.1865312549E+06 3.8645628027E+06 3.7533693153E+01 1.4100661069E+02 5.3539309301E+01
950203 00AUG01 2000.5819 51757.47539 12:00:00 -3.9359668356E+06 3.1865312504E+06 3.8645628034E+06 3.7533693194E+01 1.4100661070E+02 5.3534655245E+01
950203 00AUG02 2000.5846 51758.46360 12:00:00 -3.9359668400E+06 3.1865312633E+06 3.8645627978E+06 3.7533693090E+01 1.4100661061E+02 5.3540392226E+01
950203 00AUG03 2000.5874 51759.48839 12:00:00 -3.9359668395E+06 3.1865312473E+06 3.8645627982E+06 3.7533693150E+01 1.4100661075E+02 5.3532344120E+01
950203 00AUG04 2000.5901 51760.47660 12:00:00 -3.9359668416E+06 3.1865312589E+06 3.8645628052E+06 3.7533693151E+01 1.4100661066E+02 5.3543691143E+01
950203 00AUG05 2000.5928 51761.46479 12:00:00 -3.9359668324E+06 3.1865312424E+06 3.8645627974E+06 3.7533693192E+01 1.4100661074E+02 5.3525035803E+01
950203 00AUG06 2000.5956 51762.48959 12:00:00 -3.9359668408E+06 3.1865312652E+06 3.8645628117E+06 3.7533693180E+01 1.4100661060E+02 5.3550301613E+01
950203 00AUG07 2000.5983 51763.47779 12:00:00 -3.9359668353E+06 3.1865312568E+06 3.8645627942E+06 3.7533693107E+01 1.4100661064E+02 5.3532058900E+01
950203 00AUG08 2000.6010 51764.46600 12:00:00 -3.9359668460E+06 3.1865312532E+06 3.8645627934E+06 3.7533693068E+01 1.4100661075E+02 5.3536369939E+01
950203 00AUG09 2000.6038 51765.49080 12:00:00 -3.9359668411E+06 3.1865312741E+06 3.8645628133E+06 3.7533693159E+01 1.4100661053E+02 5.3555902172E+01
950203 00AUG10 2000.6065 51766.47899 12:00:00 -3.9359668429E+06 3.1865312511E+06 3.8645627992E+06 3.7533693130E+01 1.4100661074E+02 5.3536944984E+01
950203 00AUG11 2000.6092 51767.46720 12:00:00 -3.9359668374E+06 3.1865312499E+06 3.8645627935E+06 3.7533693117E+01 1.4100661071E+02 5.3529483796E+01
950203 00AUG12 2000.6120 51768.49199 12:00:00 -3.9359668372E+06 3.1865312554E+06 3.8645628026E+06 3.7533693164E+01 1.4100661066E+02 5.3537648876E+01
950203 00AUG13 2000.6147 51769.48020 12:00:00 -3.9359668261E+06 3.1865312450E+06 3.8645627994E+06 3.7533693224E+01 1.4100661068E+02 5.3523668718E+01
950203 00AUG14 2000.6174 51770.46839 12:00:00 -3.9359668376E+06 3.1865312592E+06 3.8645627998E+06 3.7533693129E+01 1.4100661063E+02 5.3538085683E+01
950203 00AUG15 2000.6202 51771.49319 12:00:00 -3.9359668490E+06 3.1865312545E+06 3.8645628000E+06 3.7533693098E+01 1.4100661075E+02 5.3542888505E+01
950203 00AUG16 2000.6229 51772.48139 12:00:00 -3.9359668400E+06 3.1865312516E+06 3.8645627994E+06 3.7533693142E+01 1.4100661072E+02 5.3535528959E+01
950203 00AUG17 2000.6256 51773.46959 12:00:00 -3.9359668488E+06 3.1865312541E+06 3.8645628075E+06 3.7533693154E+01 1.4100661076E+02 5.3547134858E+01
950203 00AUG18 2000.6284 51774.49440 12:00:00 -3.9359668213E+06 3.1865312479E+06 3.8645627964E+06 3.7533693213E+01 1.4100661062E+02 5.3520329679E+01
950203 00AUG19 2000.6311 51775.48259 12:00:00 -3.9359668338E+06 3.1865312422E+06 3.8645627935E+06 3.7533693159E+01 1.4100661075E+02 5.3523422883E+01
950203 00AUG20 2000.6338 51776.47080 12:00:00 -3.9359668201E+06 3.1865312421E+06 3.8645627895E+06 3.7533693189E+01 1.4100661066E+02 5.3512492346E+01
950203 00AUG21 2000.6366 51777.49559 12:00:00 -3.9359668269E+06 3.1865312494E+06 3.8645627924E+06 3.7533693156E+01 1.4100661064E+02 5.3522092685E+01
950203 00AUG22 2000.6393 51778.48380 12:00:00 -3.9359668179E+06 3.1865312344E+06 3.8645627546E+06 3.7533692976E+01 1.4100661071E+02 5.3486032243E+01
950203 00AUG23 2000.6420 51779.47199 12:00:00 -3.9359668434E+06 3.1865312505E+06 3.8645628037E+06 3.7533693162E+01 1.4100661075E+02 5.3539695290E+01
950203 00AUG24 2000.6448 51780.49679 12:00:00 -3.9359668270E+06 3.1865312531E+06 3.8645627994E+06 3.7533693192E+01 1.4100661061E+02 5.3528265127E+01
950203 00AUG25 2000.6475 51781.48500 12:00:00 -3.9359668349E+06 3.1865312543E+06 3.8645627983E+06 3.7533693147E+01 1.4100661066E+02 5.3533062761E+01
950203 00AUG26 2000.6502 51782.47319 12:00:00 -3.9359668366E+06 3.1865312615E+06 3.8645627903E+06 3.7533693057E+01 1.4100661061E+02 5.3532829334E+01
950203 00AUG27 2000.6530 51783.49800 12:00:00 -3.9359668172E+06 3.1865312542E+06 3.8645627956E+06 3.7533693203E+01 1.4100661053E+02 5.3520458897E+01
950203 00AUG28 2000.6557 51784.48619 12:00:00 -3.9359668318E+06 3.1865312620E+06 3.8645627916E+06 3.7533693085E+01 1.4100661057E+02 5.3530912432E+01
950203 00AUG29 2000.6584 51785.47440 12:00:00 -3.9359668429E+06 3.1865312800E+06 3.8645628080E+06 3.7533693093E+01 1.4100661049E+02 5.3556726624E+01
950203 00AUG30 2000.6612 51786.49919 12:00:00 -3.9359668414E+06 3.1865312673E+06 3.8645627999E+06 3.7533693085E+01 1.4100661059E+02 5.3544530374E+01
950203 00AUG31 2000.6639 51787.48740 12:00:00 -3.9359668433E+06 3.1865312557E+06 3.8645627909E+06 3.7533693053E+01 1.4100661070E+02 5.3534430221E+01
950203 00SEP01 2000.6666 51788.47559 12:00:00 -3.9359668374E+06 3.1865312499E+06 3.8645627995E+06 3.7533693160E+01 1.4100661071E+02 5.3533139163E+01
950203 00SEP02 2000.6693 51789.46380 12:00:00 -3.9359668076E+06 3.1865312447E+06 3.8645627811E+06 3.7533693173E+01 1.4100661055E+02 5.3500968037E+01
950203 00SEP03 2000.6721 51790.48860 12:00:00 -3.9359668229E+06 3.1865312530E+06 3.8645628054E+06 3.7533693253E+01 1.4100661058E+02 5.3529343642E+01
950203 00SEP04 2000.6748 51791.47679 12:00:00 -3.9359668225E+06 3.1865312366E+06 3.8645627859E+06 3.7533693172E+01 1.4100661072E+02 5.3509033944E+01
950203 00SEP05 2000.6775 51792.46500 12:00:00 -3.9359668389E+06 3.1865312594E+06 3.8645627884E+06 3.7533693041E+01 1.4100661064E+02 5.3532041509E+01
950203 00SEP06 2000.6803 51793.48979 12:00:00 -3.9359668368E+06 3.1865312709E+06 3.8645627948E+06 3.7533693056E+01 1.4100661052E+02 5.3540384509E+01
950203 00SEP07 2000.6830 51794.47800 12:00:00 -3.9359668538E+06 3.1865312718E+06 3.8645628053E+06 3.7533693056E+01 1.4100661064E+02 5.3557708103E+01
950203 00SEP08 2000.6857 51795.46619 12:00:00 -3.9359668233E+06 3.1865312494E+06 3.8645628034E+06 3.7533693250E+01 1.4100661062E+02 5.3526575401E+01
950203 00SEP09 2000.6885 51796.49100 12:00:00 -3.9359668126E+06 3.1865312531E+06 3.8645627606E+06 3.7533692977E+01 1.4100661051E+02 5.3495751926E+01
950203 00SEP10 2000.6912 51797.47919 12:00:00 -3.9359668285E+06 3.1865312507E+06 3.8645627866E+06 3.7533693103E+01 1.4100661064E+02 5.3520193962E+01
950203 00SEP11 2000.6939 51798.46740 12:00:00 -3.9359668348E+06 3.1865312708E+06 3.8645628127E+06 3.7533693193E+01 1.4100661051E+02 5.3550007129E+01
950203 00SEP12 2000.6967 51799.49220 12:00:00 -3.9359668184E+06 3.1865312489E+06 3.8645627905E+06 3.7533693180E+01 1.4100661059E+02 5.3515446853E+01
950203 00SEP13 2000.6994 51800.48039 12:00:00 -3.9359668332E+06 3.1865312492E+06 3.8645627827E+06 3.7533693060E+01 1.4100661069E+02 5.3519966262E+01
950203 00SEP14 2000.7021 51801.46860 12:00:00 -3.9359668223E+06 3.1865312479E+06 3.8645627877E+06 3.7533693147E+01 1.4100661062E+02 5.3515645728E+01
950203 00SEP15 2000.7049 51802.49339 12:00:00 -3.9359668331E+06 3.1865312547E+06 3.8645627931E+06 3.7533693116E+01 1.4100661064E+02 5.3528984970E+01
950203 00SEP16 2000.7076 51803.48160 12:00:00 -3.9359668291E+06 3.1865312384E+06 3.8645627852E+06 3.7533693133E+01 1.4100661075E+02 5.3513573425E+01
950203 00SEP17 2000.7103 51804.46979 12:00:00 -3.9359668146E+06 3.1865312480E+06 3.8645627876E+06 3.7533693179E+01 1.4100661057E+02 5.3510888957E+01
950203 00SEP18 2000.7131 51805.49459 12:00:00 -3.9359668393E+06 3.1865312591E+06 3.8645627967E+06 3.7533693100E+01 1.4100661065E+02 5.3537194940E+01
950203 00SEP19 2000.7158 51806.48279 12:00:00 -3.9359668301E+06 3.1865312544E+06 3.8645627934E+06 3.7533693132E+01 1.4100661062E+02 5.3527169054E+01
950203 00SEP20 2000.7185 51807.47100 12:00:00 -3.9359668304E+06 3.1865312581E+06 3.8645627946E+06 3.7533693126E+01 1.4100661059E+02 5.3529931244E+01
950203 00SEP21 2000.7213 51808.49580 12:00:00 -3.9359668307E+06 3.1865312581E+06 3.8645627921E+06 3.7533693107E+01 1.4100661059E+02 5.3528593073E+01
950203 00SEP22 2000.7240 51809.48399 12:00:00 -3.9359668171E+06 3.1865312465E+06 3.8645627827E+06 3.7533693138E+01 1.4100661060E+02 5.3508696102E+01
950203 00SEP23 2000.7267 51810.47220 12:00:00 -3.9359668319E+06 3.1865312422E+06 3.8645627871E+06 3.7533693121E+01 1.4100661074E+02 5.3518352797E+01
950203 00SEP24 2000.7295 51811.49699 12:00:00 -3.9359668282E+06 3.1865312476E+06 3.8645627919E+06 3.7533693153E+01 1.4100661067E+02 5.3521691142E+01
950203 00SEP25 2000.7322 51812.48520 12:00:00 -3.9359668299E+06 3.1865312528E+06 3.8645627873E+06 3.7533693095E+01 1.4100661063E+02 5.3522531136E+01
950203 00SEP26 2000.7349 51813.47339 12:00:00 -3.9359668253E+06 3.1865312530E+06 3.8645627880E+06 3.7533693119E+01 1.4100661060E+02 5.3520222270E+01
950203 00SEP27 2000.7377 51814.49819 12:00:00 -3.9359668389E+06 3.1865312611E+06 3.8645627985E+06 3.7533693108E+01 1.4100661062E+02 5.3539042973E+01
950203 00SEP28 2000.7404 51815.48639 12:00:00 -3.9359668286E+06 3.1865312486E+06 3.8645627892E+06 3.7533693128E+01 1.4100661066E+02 5.3520791736E+01
950203 00SEP29 2000.7431 51816.47459 12:00:00 -3.9359668365E+06 3.1865312564E+06 3.8645627866E+06 3.7533693049E+01 1.4100661065E+02 5.3527968776E+01
950203 00SEP30 2000.7459 51817.49940 12:00:00 -3.9359668325E+06 3.1865312557E+06 3.8645627899E+06 3.7533693092E+01 1.4100661063E+02 5.3527164620E+01
950203 00OCT01 2000.7486 51818.48759 12:00:00 -3.9359668404E+06 3.1865312529E+06 3.8645627988E+06 3.7533693132E+01 1.4100661071E+02 5.3536058625E+01
950203 00OCT02 2000.7513 51819.47580 12:00:00 -3.9359668422E+06 3.1865312648E+06 3.8645628069E+06 3.7533693141E+01 1.4100661062E+02 5.3548040592E+01
950203 00OCT03 2000.7540 51820.46399 12:00:00 -3.9359668359E+06 3.1865312601E+06 3.8645627947E+06 3.7533693097E+01 1.4100661061E+02 5.3534379938E+01
950203 00OCT04 2000.7568 51821.48880 12:00:00 -3.9359668191E+06 3.1865312434E+06 3.8645627821E+06 3.7533693136E+01 1.4100661064E+02 5.3508016398E+01
950203 00OCT05 2000.7595 51822.47699 12:00:00 -3.9359668387E+06 3.1865312571E+06 3.8645628033E+06 3.7533693156E+01 1.4100661066E+02 5.3539848093E+01
950203 00OCT06 2000.7622 51823.46520 12:00:00 -3.9359668282E+06 3.1865312606E+06 3.8645627980E+06 3.7533693151E+01 1.4100661055E+02 5.3531894132E+01
950203 00OCT07 2000.7650 51824.49000 12:00:00 -3.9359668378E+06 3.1865312570E+06 3.8645628029E+06 3.7533693158E+01 1.4100661065E+02 5.3538999806E+01
950203 00OCT08 2000.7677 51825.47819 12:00:00 -3.9359668307E+06 3.1865312507E+06 3.8645627930E+06 3.7533693139E+01 1.4100661066E+02 5.3525448948E+01
950203 00OCT09 2000.7704 51826.46639 12:00:00 -3.9359668452E+06 3.1865312689E+06 3.8645628116E+06 3.7533693147E+01 1.4100661060E+02 5.3554798760E+01
950203 00OCT10 2000.7732 51827.49119 12:00:00 -3.9359668327E+06 3.1865312516E+06 3.8645627942E+06 3.7533693136E+01 1.4100661066E+02 5.3527861762E+01
950203 00OCT11 2000.7759 51828.47940 12:00:00 -3.9359668248E+06 3.1865312500E+06 3.8645627985E+06 3.7533693206E+01 1.4100661062E+02 5.3524814066E+01
950203 00OCT12 2000.7786 51829.46759 12:00:00 -3.9359668306E+06 3.1865312615E+06 3.8645628089E+06 3.7533693216E+01 1.4100661056E+02 5.3540462988E+01
950203 00OCT13 2000.7814 51830.49240 12:00:00 -3.9359668282E+06 3.1865312577E+06 3.8645627891E+06 3.7533693098E+01 1.4100661058E+02 5.3525024972E+01
950203 00OCT14 2000.7841 51831.48059 12:00:00 -3.9359668212E+06 3.1865312511E+06 3.8645627912E+06 3.7533693165E+01 1.4100661059E+02 5.3518696789E+01
950203 00OCT15 2000.7868 51832.46880 12:00:00 -3.9359668268E+06 3.1865312527E+06 3.8645628010E+06 3.7533693206E+01 1.4100661061E+02 5.3528917035E+01
950203 00OCT16 2000.7896 51833.49360 12:00:00 -3.9359668391E+06 3.1865312573E+06 3.8645628023E+06 3.7533693147E+01 1.4100661066E+02 5.3539585193E+01
950203 00OCT17 2000.7923 51834.48179 12:00:00 -3.9359668353E+06 3.1865312505E+06 3.8645627949E+06 3.7533693134E+01 1.4100661069E+02 5.3529341807E+01
950203 00OCT18 2000.7950 51835.47000 12:00:00 -3.9359668284E+06 3.1865312609E+06 3.8645627946E+06 3.7533693125E+01 1.4100661055E+02 5.3530095718E+01
950203 00OCT19 2000.7978 51836.49479 12:00:00 -3.9359668347E+06 3.1865312558E+06 3.8645627988E+06 3.7533693146E+01 1.4100661064E+02 5.3533992574E+01
950203 00OCT20 2000.8005 51837.48300 12:00:00 -3.9359668404E+06 3.1865312606E+06 3.8645628057E+06 3.7533693154E+01 1.4100661064E+02 5.3544104420E+01
950203 00OCT21 2000.8032 51838.47119 12:00:00 -3.9359668320E+06 3.1865312604E+06 3.8645628130E+06 3.7533693243E+01 1.4100661058E+02 5.3543274811E+01
950203 00OCT22 2000.8060 51839.49600 12:00:00 -3.9359668401E+06 3.1865312575E+06 3.8645628049E+06 3.7533693161E+01 1.4100661067E+02 5.3541885310E+01
950203 00OCT23 2000.8087 51840.48419 12:00:00 -3.9359668352E+06 3.1865312590E+06 3.8645628003E+06 3.7533693143E+01 1.4100661062E+02 5.3536811308E+01
950203 00OCT24 2000.8114 51841.47240 12:00:00 -3.9359668336E+06 3.1865312555E+06 3.8645627960E+06 3.7533693132E+01 1.4100661064E+02 5.3531459079E+01
950203 00OCT25 2000.8142 51842.49720 12:00:00 -3.9359668506E+06 3.1865312609E+06 3.8645628053E+06 3.7533693107E+01 1.4100661071E+02 5.3550296995E+01
950203 00OCT26 2000.8169 51843.48539 12:00:00 -3.9359668288E+06 3.1865312398E+06 3.8645627926E+06 3.7533693182E+01 1.4100661074E+02 5.3518595380E+01
950203 00OCT27 2000.8196 51844.47360 12:00:00 -3.9359668370E+06 3.1865312683E+06 3.8645627925E+06 3.7533693048E+01 1.4100661055E+02 5.3537809211E+01
950203 00OCT28 2000.8224 51845.49839 12:00:00 -3.9359668358E+06 3.1865312541E+06 3.8645627905E+06 3.7533693088E+01 1.4100661066E+02 5.3528765687E+01
950203 00OCT29 2000.8251 51846.48660 12:00:00 -3.9359668385E+06 3.1865312533E+06 3.8645627946E+06 3.7533693108E+01 1.4100661069E+02 5.3532528431E+01
950203 00OCT30 2000.8278 51847.47479 12:00:00 -3.9359668235E+06 3.1865312608E+06 3.8645627900E+06 3.7533693114E+01 1.4100661052E+02 5.3524223351E+01
950203 00OCT31 2000.8306 51848.49959 12:00:00 -3.9359668185E+06 3.1865312223E+06 3.8645627799E+06 3.7533693196E+01 1.4100661082E+02 5.3495777884E+01
950203 00NOV01 2000.8333 51849.48779 12:00:00 -3.9359668451E+06 3.1865312771E+06 3.8645628099E+06 3.7533693107E+01 1.4100661053E+02 5.3557793051E+01
950203 00NOV02 2000.8360 51850.47600 12:00:00 -3.9359668454E+06 3.1865312675E+06 3.8645628111E+06 3.7533693148E+01 1.4100661061E+02 5.3553918845E+01
950203 00NOV03 2000.8387 51851.46419 12:00:00 -3.9359668208E+06 3.1865312533E+06 3.8645627903E+06 3.7533693153E+01 1.4100661056E+02 5.3518999700E+01
950203 00NOV04 2000.8415 51852.48899 12:00:00 -3.9359668231E+06 3.1865312505E+06 3.8645627946E+06 3.7533693184E+01 1.4100661061E+02 5.3521639804E+01
950203 00NOV05 2000.8442 51853.47720 12:00:00 -3.9359668106E+06 3.1865312286E+06 3.8645627883E+06 3.7533693268E+01 1.4100661071E+02 5.3499169941E+01
950203 00NOV06 2000.8469 51854.46539 12:00:00 -3.9359668229E+06 3.1865312486E+06 3.8645627910E+06 3.7533693165E+01 1.4100661062E+02 5.3518375262E+01
950203 00NOV07 2000.8497 51855.49020 12:00:00 -3.9359668218E+06 3.1865312613E+06 3.8645627952E+06 3.7533693156E+01 1.4100661050E+02 5.3526593062E+01
950203 00NOV08 2000.8524 51856.47839 12:00:00 -3.9359668372E+06 3.1865312427E+06 3.8645628017E+06 3.7533693201E+01 1.4100661077E+02 5.3530763564E+01
950203 00NOV09 2000.8551 51857.46660 12:00:00 -3.9359668312E+06 3.1865312605E+06 3.8645628004E+06 3.7533693156E+01 1.4100661058E+02 5.3535155374E+01
950203 00NOV10 2000.8579 51858.49139 12:00:00 -3.9359668094E+06 3.1865312631E+06 3.8645627949E+06 3.7533693201E+01 1.4100661040E+02 5.3519665954E+01
950203 00NOV11 2000.8606 51859.47959 12:00:00 -3.9359668391E+06 3.1865312500E+06 3.8645628025E+06 3.7533693174E+01 1.4100661072E+02 5.3536064507E+01
950203 00NOV12 2000.8633 51860.46779 12:00:00 -3.9359668228E+06 3.1865312628E+06 3.8645628012E+06 3.7533693190E+01 1.4100661050E+02 5.3531613226E+01
950203 00NOV13 2000.8661 51861.49259 12:00:00 -3.9359668227E+06 3.1865312443E+06 3.8645628005E+06 3.7533693249E+01 1.4100661066E+02 5.3521894060E+01
950203 00NOV14 2000.8688 51862.48080 12:00:00 -3.9359668247E+06 3.1865312428E+06 3.8645628001E+06 3.7533693243E+01 1.4100661068E+02 5.3522134565E+01
950203 00NOV15 2000.8715 51863.46899 12:00:00 -3.9359668242E+06 3.1865312475E+06 3.8645627974E+06 3.7533693209E+01 1.4100661064E+02 5.3522526676E+01
950203 00NOV16 2000.8743 51864.49380 12:00:00 -3.9359668279E+06 3.1865312437E+06 3.8645627987E+06 3.7533693216E+01 1.4100661070E+02 5.3523702983E+01
950203 00NOV17 2000.8770 51865.48199 12:00:00 -3.9359668325E+06 3.1865312605E+06 3.8645627986E+06 3.7533693138E+01 1.4100661058E+02 5.3534859993E+01
950203 00NOV18 2000.8797 51866.47020 12:00:00 -3.9359668251E+06 3.1865312539E+06 3.8645628101E+06 3.7533693274E+01 1.4100661059E+02 5.3534012020E+01
