-12.4782	130.982	105.409
58.4833	16.9627	37.587
57.7251	11.8919	131.47
57.247	17.0587	45.525
57.73	11.9721	77.266
57.6503	11.9122	112.731
59.2217	17.9341	107.443
60.5349	17.88	42.273
60.4096	18.2302	29.028
57.6802	11.9845	127.439
59.3499	18.0694	75.334
59.3657	18.1269	86.638
55.7669	12.9958	56.372
59.3184	18.0742	91.405
65.7959	23.17	38.634
58.77	16.9776	66.798
57.2519	16.4654	52.302
58.671	17.107	46.886
55.4749	14.2794	58.132
55.4138	12.8579	48.604
58.9366	11.1813	76.798
59.2219	18.2056	71.186
57.1013	12.2571	78.201
62.3738	17.4277	150.099
56.1541	12.5778	52.127
55.4326	13.8364	51.038
57.7209	12.0188	118.404
60.6668	17.1316	56.224
30.4074	268.8197	-6.487
55.6011	13.0298	82.317
31.7508	266.9024	28.071
32.529	267.9241	16
-37.7719	292.2844	373.96
-38.3821	299.7258	137.523
40.6136	356.2984	765.697
60.6668	17.1317	56.193
33.4311	247.8169	289.115
60.6665	17.1324	55.756
34.1164	242.9068	762.072
-24.159	151.887	126.353
50.9633	4.8361	104.668
52.2095	185.7952	25.452
52.9706	191.1453	192.78
63.6569	189.4326	136.576
54.8853	196.5765	500.412
55.3493	199.5232	89.575
60.3848	193.7991	26.524
65.615	191.9379	162.102
56.3073	201.4962	487.811
59.1082	200.9085	657.631
63.8864	199.3053	117.46
66.8584	197.3865	37.142
51.8641	183.3374	59.356
59.8993	205.3017	199.803
62.9293	203.9766	961.044
67.0559	203.0951	508.122
62.0938	207.1851	1582.688
67.251	209.8275	334.789
60.0791	217.6101	536.713
62.9673	214.5481	1136.564
66.5593	214.7874	147.708
59.3404	221.1012	773.239
58.1988	223.3592	26.925
59.528	224.7717	304.145
68.7605	211.1288	507.025
68.1207	214.4321	647.94
56.2451	225.353	5.26
55.5801	226.9315	17.524
58.4168	225.4547	51.501
56.7976	227.0864	75.813
56.5848	227.1328	1016.132
51.2867	246.0018	1098.697
54.3344	245.2258	601.177
56.4671	248.8065	464.886
53.2497	245.0205	834.5
-77.4569	166.909	1735.671
50.9638	245.9958	1029.821
50.0155	246.4267	1019.912
51.0886	244.6371	1307.07
51.191	245.5286	1137.851
53.0232	247.1776	727.126
53.567	246.3938	665.135
52.1394	355.4287	188.506
57.144	357.9198	53.472
56.7141	248.6539	235.658
55.1513	241.169	657.525
50.5823	246.1262	1031.915
32.4537	260.2695	501.964
53.2566	246.4718	723.608
49.7062	247.1647	896.343
16.2623	298.4725	-25.52
50.0219	249.3026	696.664
51.6631	247.232	822.541
53.8014	246.3516	688.327
53.5695	246.4984	677.984
51.0641	245.913	1125.177
50.7261	246.0181	1043.544
51.7917	245.8942	1030.615
53.668	244.009	837.329
-19.0183	47.2292	1552.968
56.2278	242.6593	415.419
-22.722	294.3027	3529.04
52.2712	246.1829	848.153
52.3719	245.0901	991.863
52.3707	245.0926	993.178
51.0431	246.6046	965.053
52.3275	247.2866	802.358
53.5418	246.0242	689.054
52.3254	247.2734	803.546
56.9506	205.817	126.842
59.7706	208.1355	19.587
59.7636	209.1094	631.407
65.9613	198.7134	176.337
58.9288	206.3553	644.159
59.8685	215.4762	368.869
61.8071	211.6683	790.837
54.831	200.4104	84.394
55.8219	204.3776	222.813
60.8487	212.0004	748.72
60.4813	210.276	151.418
60.6639	207.5962	882.569
58.926	207.7505	214.67
62.5192	206.3927	546.489
60.9292	210.6475	43.636
55.9211	200.8723	170.941
60.4751	209.122	80.758
58.6816	203.3472	36.35
55.089	197.6859	584.27
58.2146	205.8497	190.106
59.2525	205.8371	417.477
55.0785	199.9508	365.087
64.638	197.7609	228.342
61.4731	209.2631	1347.727
62.6712	209.3149	1521.113
57.22	206.7208	103.225
59.3758	209.2068	408.423
60.9553	209.3917	46.447
60.4397	206.1346	1626.59
57.7537	206.6581	43.773
58.6097	207.6059	157.118
56.9304	201.3814	39.885
55.9087	199.5927	407.725
59.5213	210.3713	69.52
61.2422	210.4329	832.131
56.5645	205.819	451.059
61.9863	208.476	619.744
60.0815	207.3761	922.26
60.6459	212.657	379.538
65.5538	195.4334	516.858
61.4981	208.1647	957.377
57.5673	202.4258	51.811
61.769	209.931	57.451
61.1386	214.2573	826.353
57.1561	189.7822	19.381
59.5672	206.4148	308.546
52.7146	174.0763	18.266
64.0293	217.9242	745.421
63.0836	213.6873	1347.098
63.5024	214.1528	815.028
62.714	215.696	774.416
62.8315	216.2958	735.786
57.7907	207.5746	347.214
63.3047	211.8117	810.843
64.0493	214.2864	363.984
63.6951	214.1123	558.806
63.4644	211.1927	668.563
62.9993	210.3912	608.621
63.04	216.7412	1585.254
62.688	214.5737	746.819
63.1135	217.9721	643.745
59.9979	212.597	287.769
62.3941	208.235	1114.461
40.7867	15.9424	764.707
45.5128	298.9734	21.02
47.1244	3.6803	327.214
-27.2703	151.6996	509.333
41.7001	353.6479	871.222
46.5479	13.5149	1774.682
43.3644	351.6011	66.916
9.3714	280.0501	12.8
9.2385	280.5922	943.503
38.0561	14.5883	90.16
33.2743	242.5551	-12.296
40.2324	277.0185	248.174
33.2743	242.5551	-12.291
41.7436	289.113	5.286
41.7433	289.1134	5.021
52.7892	355.2587	148.421
43.7108	358.9444	70.777
44.0882	27.9657	194.458
9.0351	38.7663	2439.166
29.791	264.4136	2.831
-35.9929	148.784	1018.804
33.6893	248.082	531.448
41.919	275.9757	205.96
45.3409	295.2123	-9.457
-20.5462	289.8223	90.151
46.5271	12.1745	2284.08
43.2964	3.4664	65.698
43.3127	3.4743	68.239
44.1725	0.6115	113.739
-34.8737	301.8601	39.664
44.0865	28.6419	48.52
34.5943	243.5706	1337.823
18.4675	292.8888	72.982
41.849	358.0694	1010.901
37.3203	13.6012	297.354
40.5756	351.5531	102.99
42.7731	248.9363	1975.542
-38.4114	178.046	563.258
19.3791	204.7339	1104.881
43.3336	358.9856	121.401
44.1214	3.5813	1618.757
47.877	3.3559	186.791
19.3727	204.542	1567.881
51.2935	246.0017	1091.35
31.8241	130.5996	314.65
55.0691	228.4005	32.399
55.0689	228.4008	32.42
41.9275	8.7626	98.771
41.2161	357.7264	884.225
61.1732	210.1251	52.362
64.845	211.995	194.974
61.3286	210.4337	110.598
64.8488	212.3074	153.584
64.9603	212.3832	251.22
54.1982	194.0063	350.196
54.0903	193.9877	297.99
64.757	212.606	162.923
54.1292	193.9289	364.13
-40.5398	176.4612	432.984
34.435	273.7318	167.154
34.6035	274.0692	387.575
33.9903	273.9204	142.783
34.1486	272.0464	141.185
48.3898	236.5125	31.75
33.5324	273.1466	148.522
33.1651	273.2432	146.342
32.3257	274.8394	117.366
32.9621	273.9932	208.665
33.168	272.4985	97.932
32.7115	272.3844	62.195
32.4114	273.7295	44.76
32.1482	274.3132	140.814
31.875	274.7743	100.122
32.5757	271.8182	21.109
32.2574	272.3742	25.767
31.9946	272.6667	44.28
31.7004	272.2108	111.475
30.6908	271.9683	-17.323
30.9164	272.2243	60.935
32.5989	274.4961	184.104
38.3389	359.5188	60.332
19.3815	204.4085	3203.593
31.3074	273.516	85.275
-9.7492	323.3466	266.286
33.667	274.1693	203.136
38.9779	358.1436	751.759
34.4754	272.1354	226.453
48.3898	236.5125	31.768
43.9472	2.1524	222.717
35.9398	356.9658	62.235
32.0816	271.7668	16.87
-34.9502	117.8102	36.637
33.2623	271.9046	57.948
32.946	272.8494	56.237
31.451	271.8041	22.84
32.8399	273.3702	167.657
34.1631	274.3414	164.908
38.698	359.5265	640.121
34.1799	273.1551	222.83
50.7793	246.0589	1095.517
42.7544	357.6681	881.815
52.1532	1.6028	56.961
30.2492	271.922	-19.127
31.2395	274.5598	79.689
34.1482	272.5951	226.256
31.0915	272.9444	13.503
29.6918	264.3649	5.592
19.5412	204.3559	2922.262
33.6852	272.1707	89.179
64.9842	343.9658	731.985
34.8975	272.2028	160.533
30.417	272.3249	3.03
43.4467	289.2699	51.063
45.9552	281.9291	202.219
45.9548	281.9273	207.321
45.9558	281.9286	200.897
31.829	273.3826	114.951
47.4612	5.6063	245.031
33.5237	274.3651	256.558
33.8876	273.602	330.739
-23.6701	133.8855	603.278
41.327	14.3346	167.688
33.8319	272.7224	84.303
32.9174	274.5995	237.154
45.1988	3.7118	1084.925
36.8322	357.515	54.497
48.557	288.3618	88.066
-9.5547	324.2229	84.809
36.8525	357.5406	127.5
31.029	271.7703	70.115
38.7055	355.8198	743.351
41.5031	357.461	1012.138
31.3775	274.084	106.902
34.6813	272.6905	156.779
39.9344	4.1402	189.531
11.528	287.0822	1.818
45.0866	6.0835	1892.17
41.7339	14.0344	969.79
31.4113	272.7658	85.245
82.4943	297.6595	78.136
42.8915	357.8356	584.274
32.4474	272.9882	29.748
44.9232	8.6164	146.662
34.4181	272.828	173.807
33.4235	273.8788	148.589
36.8896	239.3302	18.788
31.8002	274.0457	141.122
47.0419	3.6268	324.049
57.4241	27.0719	238.307
-27.3234	293.4034	2736.997
40.5839	248.3798	2823.994
42.8194	278.1308	193.731
30.4157	272.1735	-23.364
31.1971	29.911	57.992
54.3933	24.0397	137.332
38.2087	352.7721	266.318
-41.2049	146.3764	62.961
45.5406	3.7501	617.593
25.9809	262.5173	-8.129
38.8031	255.4754	1911.388
-4.872	294.666	75.889
-4.0858	296.8578	42.384
53.4465	5.7649	60.639
51.6772	359.4406	134.182
-7.5167	296.9716	69.784
42.0367	277.0152	158.645
45.8319	295.8119	36.816
47.965	2.7282	150.457
49.8588	2.2384	90.083
48.5629	281.8885	265.893
48.5647	281.8877	277.017
-3.3457	295.2933	45.816
41.7419	289.3825	-17.838
43.0562	356.9964	299.276
-89.9989	243.4618	2820.115
-3.0918	299.9818	27.461
34.015	240.6365	22.447
46.1329	242.8646	1087.3
-38.2682	178.2912	229.333
45.2403	4.6817	440.915
61.1752	210.0166	57.847
43.6028	13.502	109.79
27.0437	277.5996	-14.505
50.9524	245.8561	1118.492
-30.4533	137.1601	101.383
48.7908	4.9543	221.1
41.5962	272.8683	163.013
40.9309	15.1839	921.252
-38.3963	144.1932	19.498
29.3015	264.5149	-9.253
29.3016	264.5151	-9.193
46.9186	288.9069	36.842
47.4719	359.4522	106.085
46.4056	358.5939	56.69
45.1138	270.837	418.327
19.3956	204.4827	2599.215
39.8874	32.7585	976.044
35.867	23.3011	176.204
51.6893	354.9208	73.919
2.7846	101.5066	14.883
-32.7848	152.0863	41.598
45.2414	4.6657	465.605
45.8978	6.1143	521.26
-37.3387	288.468	745.383
45.6172	297.9894	14.394
-30.6798	26.716	1349.688
-36.2954	142.0268	103.546
18.3465	293.2459	319.525
44.7109	5.0578	263.816
52.2119	5.9623	115.908
36.7324	355.5319	152.19
-0.822	307.4844	36.004
0.047	308.9029	-11.142
37.353	281.1723	224.351
19.2644	204.798	42.009
51.0569	355.8003	68.71
41.7574	15.5428	686.203
-0.0595	308.8335	-12.696
43.8736	5.397	295.253
44.2831	271.5403	212.386
39.721	16.0837	881.737
42.3682	13.3502	713.126
33.3418	242.6751	32.301
33.3811	242.5235	111.04
37.8939	353.4346	725.099
39.945	358.8984	1321.225
50.9024	262.7988	203.263
34.8869	268.8038	40.055
35.7099	268.3715	91.978
36.356	266.4196	322.207
73.0041	274.9739	23.036
-25.2718	148.8579	381.08
38.8804	250.243	1432.008
35.4695	266.5204	105.679
33.5424	267.1173	25.543
36.3639	265.6886	391.948
35.1136	267.4943	73.778
35.1128	267.5695	100.994
-34.3508	146.9035	237.428
45.1075	266.8201	253.133
51.9158	0.9619	91.527
47.7783	1.8724	191.344
34.0801	265.6763	147.636
41.6658	356.2574	844.458
33.2071	267.3314	57.232
-16.4654	288.5071	2489.358
44.764	358.8659	64.958
36.1206	265.8539	346.641
36.1158	265.82	349.603
61.9974	353.2165	110.251
45.9465	7.0048	2836.693
34.0682	266.8838	69.334
33.6961	266.3994	84.484
36.1842	266.9698	332.327
44.2401	268.4887	208.787
42.9351	358.7379	1037.427
56.9096	354.1505	61.383
66.318	18.125	489.823
35.8479	269.2528	61.797
35.8393	269.2957	77.696
47.1335	4.4864	414.783
48.1741	237.8581	23.286
45.7082	239.8167	120.38
34.6726	267.6174	73.224
35.2013	241.0896	76.817
35.2013	241.0894	76.813
36.3692	267.6269	227.718
35.9064	267.3665	293.533
-22.9568	145.2455	274.211
-30.5146	151.6658	1034.733
35.9173	270.1971	50.033
33.5946	268.1868	52.671
47.9465	0.1809	96.786
45.4353	283.6435	64.718
34.1936	268.0858	36.045
36.0591	269.4812	68.42
42.755	13.1987	1659.916
38.9829	350.9206	176.525
48.1005	1.1231	214.887
-37.2828	142.9313	335.893
35.3063	266.8691	89.787
36.1728	265.8834	388.429
35.3635	265.6308	127.284
40.2067	354.9172	638.195
36.191	265.4376	323.566
-38.6176	176.1364	369.779
-31.8091	125.9244	104.189
40.2857	44.0856	1222.148
43.0995	359.5689	482.018
-27.9406	153.374	60.583
39.8032	254.9122	1626.45
45.7437	358.8924	62.602
-77.8294	166.6637	135.325
35.2532	269.1986	54.765
47.618	25.211	1205.874
53.2513	356.5199	103.4
43.8206	238.6315	1508.865
-7.9163	345.6673	37.976
42.2553	282.203	549.744
-0.4973	281.8296	4571.092
42.1807	237.3298	608.727
44.4792	271.924	159.332
75.7261	301.7427	687.279
51.0985	71.4031	318.016
46.5521	269.086	221.037
-14.3261	189.2776	53.692
49.6415	253.9864	736.097
42.4572	353.9453	940.672
36.2141	278.3181	956.646
63.484	197.9936	21.565
43.476	12.5478	1046.316
43.3701	12.5671	1020.445
-17.2675	145.476	836.433
-19.3008	289.8632	1598
59.5895	226.2855	792.871
43.3151	12.4071	652.518
43.334	12.2673	573.088
70.472	202.5921	28.048
47.1309	51.9538	-32.059
42.1683	9.3361	740.423
43.1998	12.3505	992.593
52.5168	0.9881	81.5
61.5978	210.8677	97.063
51.2035	4.4476	63.343
48.4213	10.9213	508.659
41.366	274.9456	243.332
46.4946	6.3938	557.221
43.6507	0.7506	276.071
43.6495	0.5807	232.024
-36.6028	174.8344	132.723
58.4225	24.3137	41.699
-36.8438	174.7704	40.093
29.9978	264.2553	25.764
44.7218	3.2836	1115.615
46.1039	359.0514	80.081
43.7066	4.9489	193.833
43.9919	280.5449	240.704
30.3955	262.2648	257.09
40.5668	23.0037	150.085
46.9714	4.3035	349.218
-54.8395	291.6964	71.902
46.9538	4.289	353.615
59.3585	206.5392	487.208
59.333	206.5716	229.77
59.3626	206.5553	915.935
54.1472	194.2343	463.075
54.1629	193.9615	521.043
54.1363	193.9717	598.389
53.8756	193.4582	105.663
54.0976	194.0662	329.521
59.3706	206.6453	114.898
54.2108	194.1025	404.697
54.1531	194.1022	494.731
54.1189	194.1584	396.322
54.1002	194.2899	457.415
59.3859	206.465	25.365
59.4039	206.5486	29.389
59.3804	206.5632	367.192
59.3549	206.5857	647.443
59.3474	206.5718	542.185
54.59	195.2452	481.724
